date,sub_basin,chloride_umolL,chloride_mgL,outlier_flag
2015-02-28,PH_LT,22.9,0.8119,False
2015-03-01,PH_LT,20.7,0.7339,False
2015-03-02,PH_LT,23.0,0.8154,False
2015-03-03,PH_LT,19.5,0.6913,False
2015-03-04,PH_LT,18.8,0.6665,False
2015-03-05,PH_LT,19.3,0.6842,False
2015-03-06,PH_LT,18.2,0.6452,False
2015-03-07,PH_LT,21.3,0.7551,False
2015-03-08,PH_LT,19.9,0.7055,False
2015-03-09,PH_LT,19.0,0.6736,False
2015-03-10,PH_LT,20.6,0.7303,False
2015-03-11,PH_LT,23.5,0.8331,False
2015-03-12,PH_LT,22.9,0.8119,False
2015-03-13,PH_LT,21.4,0.7587,False
2015-03-14,PH_LT,26.1,0.9253,False
2015-03-15,PH_LT,24.9,0.8828,False
2015-03-16,PH_LT,25.9,0.9182,False
2015-03-17,PH_LT,23.9,0.8473,False
2015-03-18,PH_LT,22.4,0.7941,False
2015-03-19,PH_LT,20.4,0.7232,False
2015-03-20,PH_LT,21.7,0.7693,False
2015-03-21,PH_LT,23.7,0.8402,False
2015-03-22,PH_LT,25.1,0.8899,False
2015-03-23,PH_LT,24.3,0.8615,False
2015-03-24,PH_LT,37.0,1.3118,False
2015-03-25,PH_LT,29.5,1.0459,False
2015-03-26,PH_LT,34.9,1.2373,False
2015-03-27,PH_LT,23.2,0.8225,False
2015-03-28,PH_LT,27.2,0.9643,False
2015-03-29,PH_LT,27.8,0.9856,False
2015-03-30,PH_LT,52.3,1.8542,False
2015-03-31,PH_LT,44.900000000000006,1.5918,False
2015-04-01,PH_LT,49.0,1.7372,False
2015-04-02,PH_LT,49.4,1.7514,False
2015-04-03,PH_LT,49.7,1.762,False
2015-04-04,PH_LT,46.0,1.6308,False
2015-04-05,PH_LT,24.3,0.8615,False
2015-04-06,PH_LT,21.6,0.7658,False
2015-04-07,PH_LT,22.700000000000003,0.8048,False
2015-04-08,PH_LT,23.8,0.8438,False
2015-04-09,PH_LT,22.2,0.7871,False
2015-04-10,PH_LT,24.15,0.8562,False
2015-04-11,PH_LT,26.1,0.9253,False
2015-04-12,PH_LT,26.8,0.9501,False
2015-04-13,PH_LT,26.200000000000003,0.9289,False
2015-04-14,PH_LT,25.0,0.8863,False
2015-04-15,PH_LT,23.6,0.8367,False
2015-04-16,PH_LT,21.2,0.7516,False
2015-04-17,PH_LT,20.1,0.7126,False
2015-04-18,PH_LT,23.8,0.8438,False
2015-04-19,PH_LT,23.8,0.8438,False
2015-04-20,PH_LT,24.4,0.8651,False
2015-04-21,PH_LT,21.4,0.7587,False
2015-04-22,PH_LT,23.9,0.8473,False
2015-04-23,PH_LT,23.4,0.8296,False
2015-04-24,PH_LT,26.0,0.9218,False
2015-04-25,PH_LT,25.6,0.9076,False
2015-04-26,PH_LT,25.6,0.9076,False
2015-04-27,PH_LT,33.0,1.1699,False
2015-04-28,PH_LT,27.8,0.9856,False
2015-04-29,PH_LT,28.5,1.0104,False
2015-04-30,PH_LT,30.1,1.0671,False
2015-05-01,PH_LT,28.2,0.9998,False
2015-05-02,PH_LT,27.4,0.9714,False
2015-05-03,PH_LT,26.200000000000003,0.9289,False
2015-05-04,PH_LT,24.8,0.8792,False
2015-05-05,PH_LT,23.3,0.8261,False
2015-05-06,PH_LT,26.6,0.943,False
2015-05-07,PH_LT,26.1,0.9253,False
2015-05-08,PH_LT,24.3,0.8615,False
2015-05-09,PH_LT,25.2,0.8934,False
2015-05-10,PH_LT,25.3,0.897,False
2015-05-11,PH_LT,24.5,0.8686,False
2015-05-12,PH_LT,22.5,0.7977,False
2015-05-13,PH_LT,21.7,0.7693,False
2015-05-14,PH_LT,20.3,0.7197,False
2015-05-15,PH_LT,19.3,0.6842,False
2015-05-16,PH_LT,20.6,0.7303,False
2015-05-17,PH_LT,21.8,0.7729,False
2015-05-18,PH_LT,21.9,0.7764,False
2015-05-19,PH_LT,24.5,0.8686,False
2015-05-20,PH_LT,20.5,0.7268,False
2015-05-21,PH_LT,22.9,0.8119,False
2015-05-22,PH_LT,25.8,0.9147,False
2015-05-23,PH_LT,28.2,0.9998,False
2015-05-24,PH_LT,25.3,0.897,False
2015-05-25,PH_LT,26.700000000000003,0.9466,False
2015-05-26,PH_LT,23.8,0.8438,False
2015-05-27,PH_LT,24.0,0.8509,False
2015-05-28,PH_LT,18.9,0.6701,False
2015-05-29,PH_LT,18.0,0.6382,False
2015-05-30,PH_LT,17.3,0.6133,False
2015-05-31,PH_LT,20.2,0.7162,False
2015-06-01,PH_LT,14.2,0.5034,False
2015-06-02,PH_LT,11.4,0.4042,False
2015-06-03,PH_LT,13.1,0.4644,False
2015-06-04,PH_LT,9.8,0.3474,False
2015-06-05,PH_LT,12.6,0.4467,False
2015-06-06,PH_LT,13.0,0.4609,False
2015-06-07,PH_LT,10.6,0.3758,False
2015-06-08,PH_LT,10.4,0.3687,False
2015-06-09,PH_LT,11.3,0.4006,False
2015-06-10,PH_LT,11.1,0.3935,False
2015-06-11,PH_LT,10.0,0.3545,False
2015-06-12,PH_LT,13.3,0.4715,False
2015-06-13,PH_LT,8.200000000000001,0.2907,False
2015-06-14,PH_LT,7.1000000000000005,0.2517,False
2015-06-15,PH_LT,6.6,0.234,False
2015-06-16,PH_LT,7.4,0.2624,False
2015-06-17,PH_LT,8.0,0.2836,False
2015-06-18,PH_LT,7.9,0.2801,False
2015-06-19,PH_LT,7.6,0.2694,False
2015-06-20,PH_LT,6.1000000000000005,0.2163,False
2015-06-21,PH_LT,7.1000000000000005,0.2517,False
2015-06-22,PH_LT,7.4,0.2624,False
2015-06-23,PH_LT,7.7,0.273,False
2015-06-24,PH_LT,7.3,0.2588,False
2015-06-25,PH_LT,7.9,0.2801,False
2015-06-26,PH_LT,8.5,0.3014,False
2015-06-27,PH_LT,8.0,0.2836,False
2015-06-28,PH_LT,7.4,0.2624,False
2015-06-29,PH_LT,8.1,0.2872,False
2015-06-30,PH_LT,7.3,0.2588,False
2015-07-01,PH_LT,8.0,0.2836,False
2015-07-02,PH_LT,8.1,0.2872,False
2015-07-03,PH_LT,8.4,0.2978,False
2015-07-04,PH_LT,8.4,0.2978,False
2015-07-05,PH_LT,7.0,0.2482,False
2015-07-06,PH_LT,7.5,0.2659,False
2015-07-07,PH_LT,7.7,0.273,False
2015-07-08,PH_LT,4.9,0.1737,False
2015-07-09,PH_LT,4.8,0.1702,False
2015-07-10,PH_LT,6.9,0.2446,False
2015-07-11,PH_LT,6.5,0.2304,False
2015-07-12,PH_LT,5.0,0.1773,False
2015-07-13,PH_LT,5.2,0.1844,False
2015-07-14,PH_LT,6.6,0.234,False
2015-07-15,PH_LT,7.8,0.2765,False
2015-07-16,PH_LT,6.9,0.2446,False
2015-07-17,PH_LT,6.5,0.2304,False
2015-07-18,PH_LT,7.8,0.2765,False
2015-07-19,PH_LT,7.4,0.2624,False
2015-07-20,PH_LT,7.1000000000000005,0.2517,False
2015-07-21,PH_LT,8.4,0.2978,False
2015-07-22,PH_LT,8.1,0.2872,False
2015-07-23,PH_LT,6.9,0.2446,False
2015-07-24,PH_LT,8.4,0.2978,False
2015-07-25,PH_LT,7.8,0.2765,False
2015-07-26,PH_LT,7.8,0.2765,False
2015-07-27,PH_LT,8.5,0.3014,False
2015-07-28,PH_LT,8.1,0.2872,False
2015-07-29,PH_LT,7.7,0.273,False
2015-07-30,PH_LT,9.1,0.3226,False
2015-07-31,PH_LT,9.8,0.3474,False
2015-08-01,PH_LT,11.0,0.39,False
2015-08-02,PH_LT,14.2,0.5034,False
2015-08-03,PH_LT,6.4,0.2269,False
2015-08-04,PH_LT,9.9,0.351,False
2015-08-05,PH_LT,10.1,0.3581,False
2015-08-06,PH_LT,19.2,0.6807,False
2015-08-07,PH_LT,9.5,0.3368,False
2015-08-08,PH_LT,10.3,0.3652,False
2015-08-09,PH_LT,6.8,0.2411,False
2015-08-10,PH_LT,9.9,0.351,False
2015-08-11,PH_LT,31.2,1.1061,False
2015-08-12,PH_LT,28.5,1.0104,False
2015-08-13,PH_LT,9.6,0.3403,False
2015-08-14,PH_LT,9.2,0.3262,False
2015-08-15,PH_LT,8.6,0.3049,False
2015-08-16,PH_LT,9.2,0.3262,False
2015-08-17,PH_LT,25.7,0.9111,False
2015-08-18,PH_LT,11.3,0.4006,False
2015-08-19,PH_LT,9.2,0.3262,False
2015-08-20,PH_LT,9.6,0.3403,False
2015-08-21,PH_LT,9.1,0.3226,False
2015-08-22,PH_LT,9.8,0.3474,False
2015-08-23,PH_LT,9.1,0.3226,False
2015-08-24,PH_LT,10.4,0.3687,False
2015-08-25,PH_LT,9.7,0.3439,False
2015-08-25,PH_LT,6.7,0.2375,False
2015-08-26,PH_LT,11.7,0.4148,False
2015-08-26,PH_LT,7.7,0.273,False
2015-08-27,PH_LT,12.5,0.4432,False
2015-08-27,PH_LT,45.7,1.6202,False
2015-08-28,PH_LT,15.9,0.5637,False
2015-08-28,PH_LT,11.0,0.39,False
2015-08-29,PH_LT,9.0,0.3191,False
2015-08-29,PH_LT,8.0,0.2836,False
2015-08-30,PH_LT,10.1,0.3581,False
2015-08-30,PH_LT,9.7,0.3439,False
2015-08-31,PH_LT,8.3,0.2943,False
2015-08-31,PH_LT,10.6,0.3758,False
2015-09-01,PH_LT,10.1,0.3581,False
2015-09-01,PH_LT,7.3,0.2588,False
2015-09-02,PH_LT,10.8,0.3829,False
2015-09-02,PH_LT,8.5,0.3014,False
2015-09-03,PH_LT,8.7,0.3084,False
2015-09-03,PH_LT,7.2,0.2553,False
2015-09-04,PH_LT,12.8,0.4538,False
2015-09-04,PH_LT,15.9,0.5637,False
2015-09-05,PH_LT,40.6,1.4394,False
2015-09-05,PH_LT,13.5,0.4786,False
2015-09-06,PH_LT,9.8,0.3474,False
2015-09-07,PH_LT,11.8,0.4183,False
2015-09-07,PH_LT,10.5,0.3723,False
2015-09-08,PH_LT,12.5,0.4432,False
2015-09-08,PH_LT,9.3,0.3297,False
2015-09-09,PH_LT,11.1,0.3935,False
2015-09-09,PH_LT,8.6,0.3049,False
2015-09-10,PH_LT,10.0,0.3545,False
2015-09-10,PH_LT,11.0,0.39,False
2015-09-11,PH_LT,8.6,0.3049,False
2015-09-11,PH_LT,11.3,0.4006,False
2015-09-12,PH_LT,11.0,0.39,False
2015-09-12,PH_LT,10.1,0.3581,False
2015-09-13,PH_LT,10.1,0.3581,False
2015-09-13,PH_LT,10.7,0.3793,False
2015-09-14,PH_LT,8.7,0.3084,False
2015-09-14,PH_LT,10.6,0.3758,False
2015-09-15,PH_LT,10.0,0.3545,False
2015-09-15,PH_LT,36.2,1.2834,False
2015-09-16,PH_LT,18.9,0.6701,False
2015-09-16,PH_LT,14.1,0.4999,False
2015-09-17,PH_LT,13.7,0.4857,False
2015-09-17,PH_LT,13.0,0.4609,False
2015-09-18,PH_LT,13.2,0.468,False
2015-09-18,PH_LT,12.8,0.4538,False
2015-09-19,PH_LT,12.2,0.4325,False
2015-09-20,PH_LT,13.3,0.4715,False
2015-09-21,PH_LT,12.8,0.4538,False
2015-09-22,PH_LT,11.4,0.4042,False
2015-09-23,PH_LT,12.6,0.4467,False
2015-09-24,PH_LT,10.1,0.3581,False
2015-09-25,PH_LT,13.5,0.4786,False
2015-09-26,PH_LT,12.6,0.4467,False
2015-09-27,PH_LT,12.9,0.4573,False
2015-09-28,PH_LT,14.0,0.4963,False
2015-09-29,PH_LT,11.9,0.4219,False
2015-09-30,PH_LT,12.3,0.4361,False
2015-10-01,PH_LT,12.6,0.4467,False
2015-10-02,PH_LT,11.7,0.4148,False
2015-10-03,PH_LT,13.4,0.4751,False
2015-10-04,PH_LT,13.8,0.4893,False
2015-10-05,PH_LT,10.2,0.3616,False
2015-10-06,PH_LT,16.299999999999997,0.5779,False
2015-10-07,PH_LT,15.3,0.5424,False
2015-10-08,PH_LT,18.700000000000003,0.663,False
2015-10-09,PH_LT,14.0,0.4963,False
2015-10-10,PH_LT,15.0,0.5318,False
2015-10-11,PH_LT,13.9,0.4928,False
2015-10-12,PH_LT,13.2,0.468,False
2015-10-13,PH_LT,13.0,0.4609,False
2015-10-14,PH_LT,13.7,0.4857,False
2015-10-15,PH_LT,12.9,0.4573,False
2015-10-16,PH_LT,12.7,0.4503,False
2015-10-17,PH_LT,10.6,0.3758,False
2015-10-18,PH_LT,12.5,0.4432,False
2015-10-19,PH_LT,13.5,0.4786,False
2015-10-20,PH_LT,19.4,0.6878,False
2015-10-21,PH_LT,16.0,0.5672,False
2015-10-22,PH_LT,15.4,0.546,False
2015-10-23,PH_LT,17.8,0.6311,False
2015-10-24,PH_LT,15.3,0.5424,False
2015-10-25,PH_LT,15.6,0.5531,False
2015-10-26,PH_LT,16.2,0.5743,False
2015-10-27,PH_LT,12.9,0.4573,False
2015-10-28,PH_LT,14.0,0.4963,False
2015-10-29,PH_LT,31.6,1.1203,False
2015-10-30,PH_LT,23.3,0.8261,False
2015-10-31,PH_LT,22.6,0.8012,False
2015-11-01,PH_LT,25.9,0.9182,False
2015-11-02,PH_LT,27.0,0.9572,False
2015-11-03,PH_LT,26.3,0.9324,False
2015-11-04,PH_LT,24.0,0.8509,False
2015-11-05,PH_LT,16.6,0.5885,False
2015-11-06,PH_LT,15.7,0.5566,False
2015-11-07,PH_LT,14.15,0.5017,False
2015-11-08,PH_LT,12.6,0.4467,False
2015-11-09,PH_LT,15.0,0.5318,False
2015-11-10,PH_LT,14.4,0.5105,False
2015-11-11,PH_LT,14.1,0.4999,False
2015-11-12,PH_LT,14.3,0.507,False
2015-11-13,PH_LT,14.6,0.5176,False
2015-11-14,PH_LT,15.7,0.5566,False
2015-11-15,PH_LT,14.6,0.5176,False
2015-11-16,PH_LT,14.4,0.5105,False
2015-11-17,PH_LT,12.9,0.4573,False
2015-11-18,PH_LT,14.0,0.4963,False
2015-11-19,PH_LT,12.9,0.4573,False
2015-11-20,PH_LT,12.5,0.4432,False
2015-11-21,PH_LT,13.5,0.4786,False
2015-11-22,PH_LT,14.5,0.5141,False
2015-11-23,PH_LT,11.5,0.4077,False
2015-11-24,PH_LT,13.7,0.4857,False
2015-11-25,PH_LT,14.3,0.507,False
2015-11-26,PH_LT,15.8,0.5602,False
2015-11-27,PH_LT,13.3,0.4715,False
2015-11-28,PH_LT,12.7,0.4503,False
2015-11-29,PH_LT,13.8,0.4893,False
2015-11-30,PH_LT,13.1,0.4644,False
2015-12-01,PH_LT,13.8,0.4893,False
2015-12-02,PH_LT,12.3,0.4361,False
2015-12-03,PH_LT,12.8,0.4538,False
2015-12-04,PH_LT,12.7,0.4503,False
2015-12-05,PH_LT,12.8,0.4538,False
2015-12-06,PH_LT,12.2,0.4325,False
2015-12-07,PH_LT,12.9,0.4573,False
2015-12-08,PH_LT,12.7,0.4503,False
2015-12-09,PH_LT,12.8,0.4538,False
2015-12-10,PH_LT,13.9,0.4928,False
2015-12-11,PH_LT,15.9,0.5637,False
2015-12-12,PH_LT,12.2,0.4325,False
2015-12-13,PH_LT,13.3,0.4715,False
2015-12-14,PH_LT,12.2,0.4325,False
2015-12-15,PH_LT,12.7,0.4503,False
2015-12-16,PH_LT,13.7,0.4857,False
2015-12-17,PH_LT,13.2,0.468,False
2015-12-18,PH_LT,13.1,0.4644,False
2015-12-19,PH_LT,13.4,0.4751,False
2015-12-20,PH_LT,12.6,0.4467,False
2015-12-21,PH_LT,12.3,0.4361,False
2015-12-22,PH_LT,15.1,0.5353,False
2015-12-23,PH_LT,13.3,0.4715,False
2015-12-24,PH_LT,15.8,0.5602,False
2015-12-25,PH_LT,14.3,0.507,False
2015-12-26,PH_LT,14.6,0.5176,False
2015-12-27,PH_LT,15.6,0.5531,False
2015-12-28,PH_LT,15.3,0.5424,False
2015-12-29,PH_LT,18.9,0.6701,False
2015-12-30,PH_LT,13.8,0.4893,False
2015-12-31,PH_LT,13.2,0.468,False
2016-01-01,PH_LT,18.4,0.6523,False
2016-01-02,PH_LT,19.7,0.6984,False
2016-01-03,PH_LT,18.6,0.6594,False
2016-01-04,PH_LT,22.3,0.7906,False
2016-01-05,PH_LT,17.2,0.6098,False
2016-01-06,PH_LT,16.8,0.5956,False
2016-01-07,PH_LT,20.1,0.7126,False
2016-01-08,PH_LT,16.9,0.5992,False
2016-01-09,PH_LT,19.0,0.6736,False
2016-01-10,PH_LT,19.1,0.6772,False
2016-01-11,PH_LT,17.5,0.6204,False
2016-01-12,PH_LT,18.9,0.6701,False
2016-01-13,PH_LT,22.4,0.7941,False
2016-01-14,PH_LT,21.1,0.7481,False
2016-01-15,PH_LT,15.8,0.5602,False
2016-01-16,PH_LT,15.5,0.5495,False
2016-01-17,PH_LT,14.5,0.5141,False
2016-01-18,PH_LT,13.5,0.4786,False
2016-01-19,PH_LT,15.2,0.5389,False
2016-01-20,PH_LT,15.3,0.5424,False
2016-01-21,PH_LT,15.0,0.5318,False
2016-01-22,PH_LT,15.9,0.5637,False
2016-01-23,PH_LT,17.2,0.6098,False
2016-01-24,PH_LT,15.2,0.5389,False
2016-01-25,PH_LT,14.5,0.5141,False
2016-01-26,PH_LT,15.5,0.5495,False
2016-01-27,PH_LT,15.3,0.5424,False
2016-01-28,PH_LT,15.3,0.5424,False
2016-01-29,PH_LT,15.2,0.5389,False
2016-01-30,PH_LT,13.6,0.4822,False
2016-01-31,PH_LT,15.6,0.5531,False
2016-02-01,PH_LT,17.1,0.6062,False
2016-02-02,PH_LT,16.9,0.5992,False
2016-02-03,PH_LT,15.3,0.5424,False
2016-02-04,PH_LT,15.1,0.5353,False
2016-02-05,PH_LT,15.6,0.5531,False
2016-02-06,PH_LT,15.8,0.5602,False
2016-02-07,PH_LT,15.1,0.5353,False
2016-02-08,PH_LT,15.2,0.5389,False
2016-02-09,PH_LT,15.25,0.5407,False
2016-02-10,PH_LT,15.3,0.5424,False
2016-02-11,PH_LT,17.0,0.6027,False
2016-02-12,PH_LT,15.5,0.5495,False
2016-02-13,PH_LT,15.6,0.5531,False
2016-02-14,PH_LT,17.0,0.6027,False
2016-02-15,PH_LT,16.400000000000002,0.5814,False
2016-02-16,PH_LT,16.7,0.5921,False
2016-02-17,PH_LT,16.5,0.585,False
2016-02-18,PH_LT,13.6,0.4822,False
2016-02-19,PH_LT,16.299999999999997,0.5779,False
2016-02-20,PH_LT,15.8,0.5602,False
2016-02-21,PH_LT,18.8,0.6665,False
2016-02-22,PH_LT,14.8,0.5247,False
2016-02-23,PH_LT,19.0,0.6736,False
2016-02-24,PH_LT,15.2,0.5389,False
2016-02-25,PH_LT,17.9,0.6346,False
2016-02-26,PH_LT,18.2,0.6452,False
2016-02-27,PH_LT,17.6,0.624,False
2016-02-28,PH_LT,20.4,0.7232,False
2016-02-29,PH_LT,19.8,0.702,False
2016-03-01,PH_LT,21.4,0.7587,False
2016-03-02,PH_LT,22.2,0.7871,False
2016-03-03,PH_LT,21.9,0.7764,False
2016-03-04,PH_LT,20.7,0.7339,False
2016-03-05,PH_LT,21.9,0.7764,False
2016-03-06,PH_LT,22.1,0.7835,False
2016-03-07,PH_LT,27.3,0.9679,False
2016-03-08,PH_LT,20.7,0.7339,False
2016-03-09,PH_LT,22.3,0.7906,False
2016-03-10,PH_LT,26.6,0.943,False
2016-03-11,PH_LT,26.700000000000003,0.9466,False
2016-03-12,PH_LT,30.0,1.0636,False
2016-03-13,PH_LT,28.1,0.9962,False
2016-03-14,PH_LT,29.3,1.0388,False
2016-03-15,PH_LT,28.3,1.0033,False
2016-03-16,PH_LT,34.4,1.2196,False
2016-03-17,PH_LT,25.0,0.8863,False
2016-03-18,PH_LT,26.5,0.9395,False
2016-03-19,PH_LT,30.6,1.0849,False
2016-03-20,PH_LT,28.7,1.0175,False
2016-03-21,PH_LT,28.9,1.0246,False
2016-03-22,PH_LT,30.1,1.0671,False
2016-03-23,PH_LT,33.7,1.1948,False
2016-03-24,PH_LT,30.8,1.092,False
2016-03-25,PH_LT,31.1,1.1026,False
2016-03-26,PH_LT,45.1,1.5989,False
2016-03-27,PH_LT,37.7,1.3366,False
2016-03-28,PH_LT,41.0,1.4536,False
2016-03-29,PH_LT,31.9,1.131,False
2016-03-30,PH_LT,36.900000000000006,1.3082,False
2016-03-31,PH_LT,35.3,1.2515,False
2016-04-01,PH_LT,45.2,1.6025,False
2016-04-02,PH_LT,36.6,1.2976,False
2016-04-03,PH_LT,41.9,1.4855,False
2016-04-04,PH_LT,38.8,1.3756,False
2016-04-05,PH_LT,34.2,1.2125,False
2016-04-06,PH_LT,49.1,1.7407,False
2016-04-07,PH_LT,30.9,1.0955,False
2016-04-08,PH_LT,32.099999999999994,1.138,False
2016-04-09,PH_LT,29.4,1.0423,False
2016-04-10,PH_LT,36.4,1.2905,False
2016-04-11,PH_LT,73.1,2.5916,True
2016-04-12,PH_LT,85.8,3.0419,True
2016-04-13,PH_LT,68.0,2.4108,True
2016-04-14,PH_LT,66.19999999999999,2.347,True
2016-04-15,PH_LT,58.7,2.0811,True
2016-04-16,PH_LT,63.9,2.2654,True
2016-04-17,PH_LT,64.3,2.2796,True
2016-04-18,PH_LT,60.3,2.1378,True
2016-04-19,PH_LT,53.1,1.8826,True
2016-04-20,PH_LT,45.8213,1.6245,False
2016-04-21,PH_LT,47.5879,1.6871,False
2016-04-22,PH_LT,50.9777,1.8073,False
2016-04-23,PH_LT,26.6129,0.9435,False
2016-04-24,PH_LT,28.1396,0.9976,False
2016-04-25,PH_LT,29.1801,1.0345,False
2016-04-26,PH_LT,29.7512,1.0548,False
2016-04-27,PH_LT,29.8039,1.0566,False
2016-04-28,PH_LT,28.9206,1.0253,False
2016-04-29,PH_LT,27.6314,0.9796,False
2016-04-30,PH_LT,27.7757,0.9847,False
2016-05-01,PH_LT,52.7005,1.8684,True
2016-05-02,PH_LT,27.8879,0.9887,False
2016-05-03,PH_LT,29.2228,1.036,False
2016-05-04,PH_LT,28.7383,1.0189,False
2016-05-05,PH_LT,31.2596,1.1082,False
2016-05-06,PH_LT,29.4548,1.0443,False
2016-05-07,PH_LT,30.6319,1.086,False
2016-05-08,PH_LT,30.6963,1.0883,False
2016-05-09,PH_LT,30.261,1.0728,False
2016-05-10,PH_LT,34.2927,1.2158,False
2016-05-11,PH_LT,56.4796,2.0024,True
2016-05-12,PH_LT,34.0885,1.2085,False
2016-05-13,PH_LT,33.7094,1.1951,False
2016-05-14,PH_LT,29.3388,1.0401,False
2016-05-15,PH_LT,26.0732,0.9244,False
2016-05-16,PH_LT,25.4955,0.9039,False
2016-05-17,PH_LT,24.7927,0.879,False
2016-05-18,PH_LT,23.7966,0.8437,False
2016-05-19,PH_LT,22.5709,0.8002,False
2016-05-20,PH_LT,21.2173,0.7522,False
2016-05-21,PH_LT,17.9014,0.6347,False
2016-05-22,PH_LT,15.1527,0.5372,False
2016-05-23,PH_LT,19.5143,0.6918,False
2016-05-24,PH_LT,15.1037,0.5355,False
2016-05-25,PH_LT,13.6715,0.4847,False
2016-05-26,PH_LT,13.0083,0.4612,False
2016-05-27,PH_LT,14.2047,0.5036,False
2016-05-28,PH_LT,13.3969,0.475,False
2016-05-29,PH_LT,12.3797,0.4389,False
2016-05-30,PH_LT,10.9183,0.3871,False
2016-05-31,PH_LT,10.92,0.3871,False
2016-06-01,PH_LT,10.3546,0.3671,False
2016-06-02,PH_LT,8.94,0.3169,False
2016-06-03,PH_LT,8.6343,0.3061,False
2016-06-04,PH_LT,7.9007,0.2801,False
2016-06-05,PH_LT,7.4894,0.2655,False
2016-06-06,PH_LT,7.1019,0.2518,False
2016-06-07,PH_LT,6.9745,0.2473,False
2016-06-08,PH_LT,6.8471,0.2428,False
2016-06-09,PH_LT,7.0674,0.2506,False
2016-06-10,PH_LT,7.5923,0.2692,False
2016-06-11,PH_LT,7.1962,0.2551,False
2016-06-12,PH_LT,6.8643,0.2434,False
2016-06-13,PH_LT,6.9759,0.2473,False
2016-06-14,PH_LT,6.8832,0.244,False
2016-06-15,PH_LT,7.292,0.2585,False
2016-06-16,PH_LT,6.6008,0.234,False
2016-06-17,PH_LT,8.7608,0.3106,False
2016-06-18,PH_LT,6.2138,0.2203,False
2016-06-19,PH_LT,6.0106,0.2131,False
2016-06-20,PH_LT,6.2181,0.2205,False
2016-06-21,PH_LT,5.815,0.2062,False
2016-06-22,PH_LT,6.6445,0.2356,False
2016-06-23,PH_LT,6.8535,0.243,False
2016-06-24,PH_LT,7.4612,0.2645,False
2016-06-25,PH_LT,5.7725,0.2047,False
2016-06-26,PH_LT,5.2272,0.1853,False
2016-06-27,PH_LT,6.0494,0.2145,False
2016-06-28,PH_LT,6.0642,0.215,False
2016-06-29,PH_LT,5.4453,0.1931,False
2016-07-13,PH_LT,18.8776,0.6693,False
2016-07-14,PH_LT,12.1396,0.4304,False
2016-07-15,PH_LT,13.8269,0.4902,False
2016-07-16,PH_LT,9.4899,0.3364,False
2016-07-17,PH_LT,7.73195,0.2741,False
2016-07-18,PH_LT,5.974,0.2118,False
2016-07-20,PH_LT,26.461,0.9381,False
2016-07-21,PH_LT,13.0142,0.4614,False
2016-07-22,PH_LT,13.9567,0.4948,False
2016-07-23,PH_LT,6.2891,0.223,False
2016-07-24,PH_LT,11.3776,0.4034,False
2016-07-25,PH_LT,11.5155,0.4083,False
2016-07-26,PH_LT,6.9161,0.2452,False
2016-07-27,PH_LT,11.6517,0.4131,False
2016-07-28,PH_LT,11.8653,0.4207,False
2016-07-29,PH_LT,11.0451,0.3916,False
2016-07-30,PH_LT,7.3079,0.2591,False
2016-07-31,PH_LT,11.8111,0.4187,False
2016-08-01,PH_LT,12.6497,0.4485,False
2016-08-02,PH_LT,12.13,0.43,False
2016-08-03,PH_LT,11.6575,0.4133,False
2016-08-04,PH_LT,11.436,0.4054,False
2016-08-05,PH_LT,12.118,0.4296,False
2016-08-06,PH_LT,16.4291,0.5825,False
2016-08-07,PH_LT,11.7589,0.4169,False
2016-08-08,PH_LT,10.9211,0.3872,False
2016-08-09,PH_LT,11.0506,0.3918,False
2016-08-10,PH_LT,10.3022,0.3652,False
2016-08-11,PH_LT,8.3919,0.2975,False
2016-08-12,PH_LT,7.386,0.2619,False
2016-08-26,PH_LT,12.3061,0.4363,False
2016-08-27,PH_LT,8.9821,0.3184,False
2016-08-28,PH_LT,8.8917,0.3152,False
2016-08-29,PH_LT,8.1877,0.2903,False
2016-08-30,PH_LT,8.277,0.2934,False
2016-08-31,PH_LT,7.7215,0.2738,False
2016-09-01,PH_LT,7.9895,0.2833,False
2016-09-02,PH_LT,33.4065,1.1844,False
2016-09-03,PH_LT,13.1948,0.4678,False
2016-09-04,PH_LT,8.7891,0.3116,False
2016-09-05,PH_LT,8.2637,0.293,False
2016-09-06,PH_LT,55.8365,1.9796,True
2016-09-07,PH_LT,8.1286,0.2882,False
2016-09-08,PH_LT,8.4228,0.2986,False
2016-09-09,PH_LT,9.0289,0.3201,False
2016-09-10,PH_LT,7.4945,0.2657,False
2016-09-11,PH_LT,7.4836,0.2653,False
2016-09-12,PH_LT,7.5128,0.2664,False
2016-09-13,PH_LT,9.1361,0.3239,False
2016-09-14,PH_LT,8.274,0.2933,False
2016-09-15,PH_LT,9.1481,0.3243,False
2016-09-16,PH_LT,10.3438,0.3667,False
2016-09-17,PH_LT,8.796,0.3118,False
2016-09-18,PH_LT,9.2959,0.3296,False
2016-09-19,PH_LT,10.0042,0.3547,False
2016-09-20,PH_LT,9.799,0.3474,False
2016-09-21,PH_LT,9.2003,0.3262,False
2016-09-22,PH_LT,8.8211,0.3127,False
2016-09-23,PH_LT,12.8802,0.4566,False
2016-09-24,PH_LT,11.6674,0.4136,False
2016-09-25,PH_LT,12.4981,0.4431,False
2016-09-26,PH_LT,10.8876,0.386,False
2016-09-27,PH_LT,10.6954,0.3792,False
